,title,company,description,onsite_remote,salary,location,criteria,posted_date,link,Seniority level,Employment type,Job function,Industries,indus_Technology,indus_Information,indus_Internet,indus_Information Services,indus_IT Services,indus_IT Consulting,indus_Hospitals,indus_Health Care,indus_Computer,indus_Network Security,indus_Internet Publishing,indus_Defense,indus_Space Manufacturing,indus_Transportation,indus_Logistics,indus_Supply Chain,indus_Storage,indus_Recreational Facilities,indus_Biotechnology Research,indus_Pharmaceutical Manufacturing,indus_Research Services,indus_Entertainment Providers,indus_Movies,indus_Videos,indus_Sound,indus_Medical Equipment Manufacturing,indus_Insurance,indus_Chemical Manufacturing,indus_Ground Passenger Transportation,indus_Software Development,indus_Staffing,indus_Recruiting,indus_Financial Services,indus_Libraries,indus_Computer Games,indus_Computer Hardware Manufacturing,indus_Business Consulting,indus_Services,indus_Advertising Services,indus_Non-profit Organizations,indus_Nanotechnology Research,indus_Data Infrastructure,indus_Analytics,indus_Manufacturing,indus_Food,indus_Beverage Services,indus_Beverage Manufacturing,indus_Higher Education,indus_Travel Arrangements,indus_Mental Health Care,indus_Strategic Management Services,indus_Hospitality,indus_Real Estate,indus_Oil,indus_Gas,indus_Industrial Machinery Manufacturing,indus_Civic,indus_Social Organizations,indus_Investment Banking,indus_Banking,indus_Investment Management,indus_Online Audio,indus_Video Media,indus_Capital Markets,indus_Retail,indus_Government Administration,indus_Government Relations Services,indus_Mining,indus_Renewable Energy Semiconductor Manufacturing,indus_Newspaper Publishing,indus_Human Resources Services,indus_Accounting,indus_Retail Luxury Goods,indus_Jewelry
946,Clinical Research Data Scientist,KNS IT GROUP,Nan,remote,nan,United States,"[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Research, Analyst, and Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-11-08,https://www.linkedin.com/jobs/view/clinical-research-data-scientist-at-kns-it-group-3759509062?refId=3%2FgNZL0EkcE4HgRjnMJmbw%3D%3D&trackingId=tUAn5C3kalA2HaWNLp%2B7QA%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Contract,"Research, Analyst, and Information Technology",IT Services and IT Consulting,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947,Data Scientist Engineer Entry Level,SkyRecruitment LLC,Nan,remote,nan,"Cullman, AL","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development'}]",2023-11-21,https://www.linkedin.com/jobs/view/data-scientist-engineer-entry-level-at-skyrecruitment-llc-3770883778?refId=3%2FgNZL0EkcE4HgRjnMJmbw%3D%3D&trackingId=olFu0z5HuMCuNmab%2FXc5wA%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Information Technology,Software Development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948,Data Scientist - Public Sector,Clarifai,Nan,remote,nan,"Washington, DC","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-10-13,https://www.linkedin.com/jobs/view/data-scientist-public-sector-at-clarifai-3738243352?refId=3%2FgNZL0EkcE4HgRjnMJmbw%3D%3D&trackingId=ZHZOoq7djOmNdHPYtt26%2Bg%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Engineering and Information Technology,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,Data Scientist,Idea Evolver,Nan,remote,nan,"Philadelphia, PA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Internet Publishing'}]",2023-08-07,https://www.linkedin.com/jobs/view/data-scientist-at-idea-evolver-3687989763?refId=3%2FgNZL0EkcE4HgRjnMJmbw%3D%3D&trackingId=9EPzALvKkDxJ65xXLkxDpA%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Engineering and Information Technology,Internet Publishing,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,Data Scientist (Remote),Stage 4 Solutions,Nan,remote,nan,United States,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Contract'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Business Consulting and Services'}]",2023-11-07,https://www.linkedin.com/jobs/view/data-scientist-remote-at-stage-4-solutions-3758720731?refId=3%2FgNZL0EkcE4HgRjnMJmbw%3D%3D&trackingId=d%2BMVLsA4P7%2B51HhUvdWUMw%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,Entry level,Contract,Engineering and Information Technology,Business Consulting and Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951,"Machine Learning Engineer, Predictive",Cordial,Nan,remote,nan,"San Diego, CA","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-11-17,https://www.linkedin.com/jobs/view/machine-learning-engineer-predictive-at-cordial-3767237081?refId=3%2FgNZL0EkcE4HgRjnMJmbw%3D%3D&trackingId=AIqARkU0jzNelcKncAIfZQ%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Engineering and Information Technology,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,Data Scientist - NLP,Analytica,Nan,remote,nan,"Washington, DC","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-08-11,https://www.linkedin.com/jobs/view/data-scientist-nlp-at-analytica-3705601570?refId=3%2FgNZL0EkcE4HgRjnMJmbw%3D%3D&trackingId=F9RnT0oz0zbxukEgd1Qb1w%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,Remote Data Scientist/Analyst (Entry/Junior Level),SynergisticIT,Nan,remote,nan,"Baltimore, MD","[{'Seniority level': 'Entry level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-09-15,https://www.linkedin.com/jobs/view/remote-data-scientist-analyst-entry-junior-level-at-synergisticit-3723362485?refId=3%2FgNZL0EkcE4HgRjnMJmbw%3D%3D&trackingId=Px55L0wgam81WQTPJgi2dA%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,Entry level,Contract,Information Technology,IT Services and IT Consulting,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954,ML Backend Engineer (Python),Endure Technology Solutions,Nan,remote,nan,"Illinois, United States","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting and Business Consulting and Services'}]",2023-11-16,https://www.linkedin.com/jobs/view/ml-backend-engineer-python-at-endure-technology-solutions-3767117541?refId=gEQRHMjcbBnBuCbzyk4ImA%3D%3D&trackingId=kE7BQJ5DVLikuSYlHxpiIQ%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting and Business Consulting and Services,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,"Machine Learning Engineer, Predictive",Cordial,Nan,remote,nan,"San Diego, CA","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-11-17,https://www.linkedin.com/jobs/view/machine-learning-engineer-predictive-at-cordial-3767237081?refId=gEQRHMjcbBnBuCbzyk4ImA%3D%3D&trackingId=gXmN%2FUXDtTZ8TokWPwjoaw%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Engineering and Information Technology,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956,Data Scientist,Analytica,Nan,remote,nan,"Washington, DC","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-06-23,https://www.linkedin.com/jobs/view/data-scientist-at-analytica-3664087381?refId=gEQRHMjcbBnBuCbzyk4ImA%3D%3D&trackingId=Bsv3Jgzoo08Y9uxW%2FsKtoQ%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
957,"Data Scientist I, Risk Analytics",Oscar Health,Nan,remote,nan,United States,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Insurance'}]",2023-11-03,https://www.linkedin.com/jobs/view/data-scientist-i-risk-analytics-at-oscar-health-3757364315?refId=gEQRHMjcbBnBuCbzyk4ImA%3D%3D&trackingId=1vXOInk46QMKnb%2B27FzRXw%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Engineering and Information Technology,Insurance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958,Machine Learning Engineer,Neural Magic,Nan,remote,nan,"Somerville, MA","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering'}, {'Industries': 'Technology, Information and Internet'}]",2023-10-05,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-neural-magic-3734619173?refId=gEQRHMjcbBnBuCbzyk4ImA%3D%3D&trackingId=MqR7H2DMxTUDh6BwyCLaLQ%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,Associate,Full-time,Engineering,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
959,Principal Machine Learning Engineer,MasterControl,Nan,remote,nan,"Salt Lake City, UT","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering'}, {'Industries': 'Software Development'}]",2023-11-17,https://www.linkedin.com/jobs/view/principal-machine-learning-engineer-at-mastercontrol-3762628994?refId=gEQRHMjcbBnBuCbzyk4ImA%3D%3D&trackingId=Az2aPlZKFEO7sHKTbwuqew%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Engineering,Software Development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,ML Engineer,Acceler8 Talent,Nan,remote,nan,"Miami, FL","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering'}, {'Industries': 'Software Development'}]",2023-11-17,https://www.linkedin.com/jobs/view/ml-engineer-at-acceler8-talent-3762634026?refId=gEQRHMjcbBnBuCbzyk4ImA%3D%3D&trackingId=Ye%2BsO7LAY4cOxp%2Fu2V%2BFHw%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Engineering,Software Development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961,Data Scientist Entry Level,SkyRecruitment LLC,Nan,remote,nan,"Anchorage, AK","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development'}]",2023-11-21,https://www.linkedin.com/jobs/view/data-scientist-entry-level-at-skyrecruitment-llc-3770982388?refId=gEQRHMjcbBnBuCbzyk4ImA%3D%3D&trackingId=X15yPFQcWgphYkkGCvE8Vw%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Information Technology,Software Development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962,Machine Learning Application Engineer,CirrusMD,Nan,remote,nan,"Denver, CO","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering'}, {'Industries': 'Technology, Information and Internet'}]",2023-11-17,https://www.linkedin.com/jobs/view/machine-learning-application-engineer-at-cirrusmd-3768806044?refId=gEQRHMjcbBnBuCbzyk4ImA%3D%3D&trackingId=8CyremFqVHVxqi6sW6aXNg%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Engineering,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,Senior Data Scientist,hackajob,Nan,remote,"$100,000.00-$156,000.00",United States,"[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Software Development'}]",2023-11-17,https://www.linkedin.com/jobs/view/senior-data-scientist-at-hackajob-3767806890?refId=gEQRHMjcbBnBuCbzyk4ImA%3D%3D&trackingId=HXMPdthtqAgci6RY9yAuaw%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Engineering and Information Technology,Software Development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,Data Scientist,Experfy,Nan,remote,nan,"New York, NY","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-06-15,https://www.linkedin.com/jobs/view/data-scientist-at-experfy-3659744521?refId=gEQRHMjcbBnBuCbzyk4ImA%3D%3D&trackingId=aAJ%2Bp21SbRjCw5KdBiRKJw%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Information Technology,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965,Machine Learning Engineer,Aditi Consulting,Nan,remote,nan,"Seattle, WA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology, Engineering, and Other'}, {'Industries': 'IT Services and IT Consulting, Food and Beverage Manufacturing, and Information Services'}]",2023-11-17,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-aditi-consulting-3762633210?refId=gEQRHMjcbBnBuCbzyk4ImA%3D%3D&trackingId=vqhkMnc7KjP5TwnE6TG%2Btw%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Contract,"Information Technology, Engineering, and Other","IT Services and IT Consulting, Food and Beverage Manufacturing, and Information Services",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,Data Scientist (L5) - Infrastructure Experimentation,Netflix,Nan,remote,nan,United States,"[{'Seniority level': 'Not Applicable'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Entertainment Providers, Technology, Information and Internet, and Movies, Videos, and Sound'}]",2023-11-15,https://www.linkedin.com/jobs/view/data-scientist-l5-infrastructure-experimentation-at-netflix-3765506046?refId=gEQRHMjcbBnBuCbzyk4ImA%3D%3D&trackingId=%2Ft%2FLSBp%2BMiwnaqsCxRwFsQ%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card,Not Applicable,Full-time,Engineering and Information Technology,"Entertainment Providers, Technology, Information and Internet, and Movies, Videos, and Sound",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,Data Scientist,Experfy,Nan,remote,nan,United States,"[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-09-13,https://www.linkedin.com/jobs/view/data-scientist-at-experfy-3719411483?refId=gEQRHMjcbBnBuCbzyk4ImA%3D%3D&trackingId=49RB5qf7AcSvkur%2BCxA7cA%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Full-time,Information Technology,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968,Junior Data Scientist,Fitness Matrix Inc,Nan,remote,nan,"Tampa, FL","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Software Development'}]",2023-11-21,https://www.linkedin.com/jobs/view/junior-data-scientist-at-fitness-matrix-inc-3771146729?refId=gEQRHMjcbBnBuCbzyk4ImA%3D%3D&trackingId=JQANnWKVHywJ3kjBTcoQxg%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Information Technology,Software Development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,Data Scientist,Experfy,Nan,remote,nan,"Boston, MA","[{'Seniority level': 'Entry level'}, {'Employment type': 'Contract'}, {'Job function': 'Marketing'}, {'Industries': 'Technology, Information and Internet'}]",2023-11-06,https://www.linkedin.com/jobs/view/data-scientist-at-experfy-3761307332?refId=gEQRHMjcbBnBuCbzyk4ImA%3D%3D&trackingId=xwEdpi67tgVw%2FLcLhjPslw%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,Entry level,Contract,Marketing,"Technology, Information and Internet",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,"AI/ML, Data Science, and API Integration Engineer/Scientist",Steneral Consulting,Nan,remote,nan,United States,"[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Other'}, {'Industries': 'Software Development'}]",2023-08-07,https://www.linkedin.com/jobs/view/ai-ml-data-science-and-api-integration-engineer-scientist-at-steneral-consulting-3686506789?refId=gEQRHMjcbBnBuCbzyk4ImA%3D%3D&trackingId=3eRpLAfQ0jMyUPHxlmmb8A%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Contract,Other,Software Development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,Data Scientist,Shaper GAP®,Nan,remote,nan,United States,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Higher Education'}]",2023-11-16,https://www.linkedin.com/jobs/view/data-scientist-at-shaper-gap%C2%AE-3767137672?refId=gEQRHMjcbBnBuCbzyk4ImA%3D%3D&trackingId=oHS%2By0ig8yMOGDQBUIWC%2Bw%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,Entry level,Full-time,Engineering and Information Technology,Higher Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972,Data Scientist,NLB Services,Nan,remote,nan,"Oceanside, CA","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-11-17,https://www.linkedin.com/jobs/view/data-scientist-at-nlb-services-3768172351?refId=gEQRHMjcbBnBuCbzyk4ImA%3D%3D&trackingId=vOiqSoSR9000VHGCkF6gnQ%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,Machine Learning Engineer (Simulation),Netflix,Nan,remote,nan,United States,"[{'Seniority level': 'Not Applicable'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Entertainment Providers, Technology, Information and Internet, and Movies, Videos, and Sound'}]",2023-11-10,https://www.linkedin.com/jobs/view/machine-learning-engineer-simulation-at-netflix-3714729680?refId=gEQRHMjcbBnBuCbzyk4ImA%3D%3D&trackingId=B%2BKJqvum3orPTlRYHuQZaw%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,Not Applicable,Full-time,Engineering and Information Technology,"Entertainment Providers, Technology, Information and Internet, and Movies, Videos, and Sound",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974,Data Scientist 2-Marketing & Analytics,HireTalent - Diversity Staffing & Recruiting Firm,Nan,remote,nan,"Springfield, MO","[{'Seniority level': 'Associate'}, {'Employment type': 'Contract'}, {'Job function': 'Marketing and Analyst'}, {'Industries': 'Hospitals and Health Care and Insurance'}]",2023-11-02,https://www.linkedin.com/jobs/view/data-scientist-2-marketing-analytics-at-hiretalent-diversity-staffing-recruiting-firm-3756265845?refId=gEQRHMjcbBnBuCbzyk4ImA%3D%3D&trackingId=2XyBh20xQVTGejCiwqSSEA%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,Associate,Contract,Marketing and Analyst,Hospitals and Health Care and Insurance,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
